scope,package,version,license
"frontend","qs","6.13.0","BSD-3-Clause"
"frontend","querystringify","2.2.0","MIT"
"frontend","queue-microtask","1.2.3","MIT"
"frontend","raf","3.4.1","MIT"
"frontend","randombytes","2.1.0","MIT"
"frontend","range-parser","1.2.1","MIT"
"frontend","raw-body","2.5.2","MIT"
"frontend","raw-body/node_modules/iconv-lite","0.4.24","MIT"
"frontend","react","18.3.1","MIT"
"frontend","react-app-polyfill","3.0.0","MIT"
"frontend","react-dev-utils","12.0.1","MIT"
"frontend","react-dev-utils/node_modules/find-up","5.0.0","MIT"
"frontend","react-dev-utils/node_modules/loader-utils","3.3.1","MIT"
"frontend","react-dev-utils/node_modules/locate-path","6.0.0","MIT"
"frontend","react-dev-utils/node_modules/p-limit","3.1.0","MIT"
"frontend","react-dev-utils/node_modules/p-locate","5.0.0","MIT"
"frontend","react-dom","18.3.1","MIT"
"frontend","react-error-overlay","6.1.0","MIT"
"frontend","react-feather","2.0.10","MIT"
"frontend","react-icons","4.12.0","MIT"
"frontend","react-is","17.0.2","MIT"
"frontend","react-refresh","0.11.0","MIT"
"frontend","react-router","6.30.1","MIT"
"frontend","react-router-dom","6.30.1","MIT"
"frontend","react-scripts","5.0.1","MIT"
"frontend","react-webcam","7.2.0","MIT"
"frontend","read-cache","1.0.0","MIT"
"frontend","readable-stream","3.6.2","MIT"
"frontend","readdirp","3.6.0","MIT"
"frontend","readdirp/node_modules/picomatch","2.3.1","MIT"
"frontend","recursive-readdir","2.2.3","MIT"
"frontend","redent","3.0.0","MIT"
"frontend","reflect.getprototypeof","1.0.10","MIT"
"frontend","regenerate","1.4.2","MIT"
"frontend","regenerate-unicode-properties","10.2.0","MIT"
"frontend","regenerator-runtime","0.13.11","MIT"
"frontend","regex-parser","2.3.1","MIT"
"frontend","regexp.prototype.flags","1.5.4","MIT"
"frontend","regexpu-core","6.2.0","MIT"
"frontend","regjsgen","0.8.0","MIT"
"frontend","regjsparser","0.12.0","BSD-2-Clause"
"frontend","regjsparser/node_modules/jsesc","3.0.2","MIT"
"frontend","relateurl","0.2.7","MIT"
"frontend","renderkid","3.0.0","MIT"
"frontend","require-directory","2.1.1","MIT"
"frontend","require-from-string","2.0.2","MIT"
"frontend","requires-port","1.0.0","MIT"
"frontend","resolve","1.22.10","MIT"
"frontend","resolve-cwd","3.0.0","MIT"
"frontend","resolve-from","5.0.0","MIT"
"frontend","resolve-url-loader","4.0.0","MIT"
"frontend","resolve-url-loader/node_modules/convert-source-map","1.9.0","MIT"
"frontend","resolve-url-loader/node_modules/picocolors","0.2.1","ISC"
"frontend","resolve-url-loader/node_modules/postcss","7.0.39","MIT"
"frontend","resolve-url-loader/node_modules/source-map","0.6.1","BSD-3-Clause"
"frontend","resolve.exports","1.1.1","MIT"
"frontend","retry","0.13.1","MIT"
"frontend","reusify","1.1.0","MIT"
"frontend","rgbcolor","1.0.1","MIT OR SEE LICENSE IN FEEL-FREE.md"
"frontend","rimraf","3.0.2","ISC"
"frontend","rollup","2.79.2","MIT"
"frontend","rollup-plugin-terser","7.0.2","MIT"
"frontend","rollup-plugin-terser/node_modules/jest-worker","26.6.2","MIT"
"frontend","rollup-plugin-terser/node_modules/serialize-javascript","4.0.0","BSD-3-Clause"
"frontend","run-parallel","1.2.0","MIT"
"frontend","safe-array-concat","1.1.3","MIT"
"frontend","safe-buffer","5.2.1","MIT"
"frontend","safe-push-apply","1.0.0","MIT"
"frontend","safe-regex-test","1.1.0","MIT"
"frontend","safer-buffer","2.1.2","MIT"
"frontend","sanitize.css","13.0.0","CC0-1.0"
"frontend","sass-loader","12.6.0","MIT"
"frontend","sax","1.2.4","ISC"
"frontend","saxes","5.0.1","ISC"
"frontend","scheduler","0.23.2","MIT"
"frontend","schema-utils","4.3.2","MIT"
"frontend","schema-utils/node_modules/ajv","8.17.1","MIT"
"frontend","schema-utils/node_modules/ajv-keywords","5.1.0","MIT"
"frontend","schema-utils/node_modules/json-schema-traverse","1.0.0","MIT"
"frontend","select-hose","2.0.0","MIT"
"frontend","selfsigned","2.4.1","MIT"
"frontend","semver","7.7.2","ISC"
"frontend","send","0.19.0","MIT"
"frontend","send/node_modules/debug","2.6.9","MIT"
"frontend","send/node_modules/debug/node_modules/ms","2.0.0","MIT"
"frontend","send/node_modules/encodeurl","1.0.2","MIT"
"frontend","serialize-javascript","6.0.2","BSD-3-Clause"
"frontend","serve-index","1.9.1","MIT"
"frontend","serve-index/node_modules/debug","2.6.9","MIT"
"frontend","serve-index/node_modules/depd","1.1.2","MIT"
"frontend","serve-index/node_modules/http-errors","1.6.3","MIT"
"frontend","serve-index/node_modules/inherits","2.0.3","ISC"
"frontend","serve-index/node_modules/ms","2.0.0","MIT"
"frontend","serve-index/node_modules/setprototypeof","1.1.0","ISC"
"frontend","serve-index/node_modules/statuses","1.5.0","MIT"
"frontend","serve-static","1.16.2","MIT"
"frontend","set-function-length","1.2.2","MIT"
"frontend","set-function-name","2.0.2","MIT"
"frontend","set-proto","1.0.0","MIT"
"frontend","setprototypeof","1.2.0","ISC"
"frontend","shebang-command","2.0.0","MIT"
"frontend","shebang-regex","3.0.0","MIT"
"frontend","shell-quote","1.8.3","MIT"
"frontend","side-channel","1.1.0","MIT"
"frontend","side-channel-list","1.0.0","MIT"
"frontend","side-channel-map","1.0.1","MIT"
"frontend","side-channel-weakmap","1.0.2","MIT"
"frontend","signal-exit","3.0.7","ISC"
"frontend","sisteransi","1.0.5","MIT"
"frontend","slash","3.0.0","MIT"
"frontend","sockjs","0.3.24","MIT"
"frontend","source-list-map","2.0.1","MIT"
"frontend","source-map","0.7.4","BSD-3-Clause"
"frontend","source-map-js","1.2.1","BSD-3-Clause"
"frontend","source-map-loader","3.0.2","MIT"
"frontend","source-map-support","0.5.21","MIT"
"frontend","source-map-support/node_modules/source-map","0.6.1","BSD-3-Clause"
"frontend","sourcemap-codec","1.4.8","MIT"
"frontend","spdy","4.0.2","MIT"
"frontend","spdy-transport","3.0.0","MIT"
"frontend","sprintf-js","1.0.3","BSD-3-Clause"
"frontend","ssf","0.11.2","Apache-2.0"
"frontend","stable","0.1.8","MIT"
"frontend","stack-utils","2.0.6","MIT"
"frontend","stack-utils/node_modules/escape-string-regexp","2.0.0","MIT"
"frontend","stackblur-canvas","2.7.0","MIT"
"frontend","stackframe","1.3.4","MIT"
"frontend","static-eval","2.0.2","MIT"
"frontend","static-eval/node_modules/escodegen","1.14.3","BSD-2-Clause"
"frontend","static-eval/node_modules/estraverse","4.3.0","BSD-2-Clause"
"frontend","static-eval/node_modules/levn","0.3.0","MIT"
"frontend","static-eval/node_modules/optionator","0.8.3","MIT"
"frontend","static-eval/node_modules/prelude-ls","1.1.2","UNKNOWN"
"frontend","static-eval/node_modules/source-map","0.6.1","BSD-3-Clause"
"frontend","static-eval/node_modules/type-check","0.3.2","MIT"
"frontend","statuses","2.0.1","MIT"
"frontend","stop-iteration-iterator","1.1.0","MIT"
"frontend","string_decoder","1.3.0","MIT"
"frontend","string-length","4.0.2","MIT"
"frontend","string-natural-compare","3.0.1","MIT"
"frontend","string-width","4.2.3","MIT"
"frontend","string-width-cjs","4.2.3","MIT"
"frontend","string-width-cjs/node_modules/emoji-regex","8.0.0","MIT"
"frontend","string-width/node_modules/emoji-regex","8.0.0","MIT"
"frontend","string.prototype.includes","2.0.1","MIT"
"frontend","string.prototype.matchall","4.0.12","MIT"
"frontend","string.prototype.repeat","1.0.0","MIT"
"frontend","string.prototype.trim","1.2.10","MIT"
"frontend","string.prototype.trimend","1.0.9","MIT"
"frontend","string.prototype.trimstart","1.0.8","MIT"
"frontend","stringify-object","3.3.0","BSD-2-Clause"
"frontend","strip-ansi","6.0.1","MIT"
"frontend","strip-ansi-cjs","6.0.1","MIT"
"frontend","strip-bom","4.0.0","MIT"
"frontend","strip-comments","2.0.1","MIT"
"frontend","strip-final-newline","2.0.0","MIT"
"frontend","strip-indent","3.0.0","MIT"
"frontend","strip-json-comments","3.1.1","MIT"
"frontend","style-loader","3.3.4","MIT"
"frontend","stylehacks","5.1.1","MIT"
"frontend","sucrase","3.35.0","MIT"
"frontend","sucrase/node_modules/brace-expansion","2.0.2","MIT"
"frontend","sucrase/node_modules/commander","4.1.1","MIT"
"frontend","sucrase/node_modules/glob","10.4.5","ISC"
"frontend","sucrase/node_modules/minimatch","9.0.5","ISC"
"frontend","supports-color","7.2.0","MIT"
"frontend","supports-hyperlinks","2.3.0","MIT"
"frontend","supports-preserve-symlinks-flag","1.0.0","MIT"
"frontend","svg-parser","2.0.4","MIT"
"frontend","svg-pathdata","6.0.3","MIT"
"frontend","svgo","1.3.2","MIT"
"frontend","svgo/node_modules/ansi-styles","3.2.1","MIT"
"frontend","svgo/node_modules/chalk","2.4.2","MIT"
"frontend","svgo/node_modules/color-convert","1.9.3","MIT"
"frontend","svgo/node_modules/color-name","1.1.3","MIT"
"frontend","svgo/node_modules/css-select","2.1.0","BSD-2-Clause"
"frontend","svgo/node_modules/css-what","3.4.2","BSD-2-Clause"
"frontend","svgo/node_modules/dom-serializer","0.2.2","MIT"
"frontend","svgo/node_modules/domutils","1.7.0","BSD-2-Clause"
"frontend","svgo/node_modules/domutils/node_modules/domelementtype","1.3.1","BSD-2-Clause"
"frontend","svgo/node_modules/escape-string-regexp","1.0.5","MIT"
"frontend","svgo/node_modules/has-flag","3.0.0","MIT"
"frontend","svgo/node_modules/nth-check","1.0.2","BSD-2-Clause"
"frontend","svgo/node_modules/supports-color","5.5.0","MIT"
"frontend","symbol-tree","3.2.4","MIT"
"frontend","tailwindcss","3.4.17","MIT"
"frontend","tailwindcss/node_modules/lilconfig","3.1.3","MIT"
"frontend","tapable","2.2.2","MIT"
"frontend","temp-dir","2.0.0","MIT"
"frontend","tempy","0.6.0","MIT"
"frontend","tempy/node_modules/type-fest","0.16.0","(MIT OR CC0-1.0)"
"frontend","terminal-link","2.1.1","MIT"
"frontend","terser","5.43.1","BSD-2-Clause"
"frontend","terser-webpack-plugin","5.3.14","MIT"
"frontend","terser/node_modules/commander","2.20.3","MIT"
"frontend","test-exclude","6.0.0","ISC"
"frontend","text-segmentation","1.0.3","MIT"
"frontend","text-table","0.2.0","MIT"
"frontend","thenify","3.3.1","MIT"
"frontend","thenify-all","1.6.0","MIT"
"frontend","throat","6.0.2","MIT"
"frontend","thunky","1.1.0","MIT"
"frontend","tmpl","1.0.5","BSD-3-Clause"
"frontend","to-regex-range","5.0.1","MIT"
"frontend","toidentifier","1.0.1","MIT"
"frontend","tough-cookie","4.1.4","BSD-3-Clause"
"frontend","tough-cookie/node_modules/universalify","0.2.0","MIT"
"frontend","tr46","2.1.0","MIT"
"frontend","tryer","1.0.1","MIT"
"frontend","ts-interface-checker","0.1.13","Apache-2.0"
"frontend","tsconfig-paths","3.15.0","MIT"
"frontend","tsconfig-paths/node_modules/json5","1.0.2","MIT"
"frontend","tsconfig-paths/node_modules/strip-bom","3.0.0","MIT"
"frontend","tslib","2.8.1","0BSD"
"frontend","tsutils","3.21.0","MIT"
"frontend","tsutils/node_modules/tslib","1.14.1","0BSD"
"frontend","type-check","0.4.0","MIT"
"frontend","type-detect","4.0.8","MIT"
"frontend","type-fest","0.20.2","(MIT OR CC0-1.0)"
"frontend","type-is","1.6.18","MIT"
"frontend","typed-array-buffer","1.0.3","MIT"
"frontend","typed-array-byte-length","1.0.3","MIT"
"frontend","typed-array-byte-offset","1.0.4","MIT"
"frontend","typed-array-length","1.0.7","MIT"
"frontend","typedarray-to-buffer","3.1.5","MIT"
"frontend","typescript","4.9.5","Apache-2.0"
"frontend","unbox-primitive","1.1.0","MIT"
"frontend","underscore","1.12.1","MIT"
"frontend","undici-types","7.8.0","MIT"
"frontend","unicode-canonical-property-names-ecmascript","2.0.1","MIT"
"frontend","unicode-match-property-ecmascript","2.0.0","MIT"
"frontend","unicode-match-property-value-ecmascript","2.2.0","MIT"
"frontend","unicode-property-aliases-ecmascript","2.1.0","MIT"
"frontend","unique-string","2.0.0","MIT"
"frontend","universalify","2.0.1","MIT"
"frontend","unpipe","1.0.0","MIT"
"frontend","unquote","1.1.1","MIT"
"frontend","upath","1.2.0","MIT"
"frontend","update-browserslist-db","1.1.3","MIT"
"frontend","uri-js","4.4.1","BSD-2-Clause"
"frontend","url-parse","1.5.10","MIT"
"frontend","util-deprecate","1.0.2","MIT"
"frontend","util.promisify","1.0.1","MIT"
"frontend","utila","0.4.0","MIT"
"frontend","utils-merge","1.0.1","MIT"
"frontend","utrie","1.0.2","MIT"
"frontend","uuid","8.3.2","MIT"
"frontend","v8-to-istanbul","8.1.1","ISC"
"frontend","v8-to-istanbul/node_modules/convert-source-map","1.9.0","MIT"
"frontend","vary","1.1.2","MIT"
"frontend","w3c-hr-time","1.0.2","MIT"
"frontend","w3c-xmlserializer","2.0.0","MIT"
"frontend","walker","1.0.8","Apache-2.0"
"frontend","watchpack","2.4.4","MIT"
"frontend","wbuf","1.7.3","MIT"
"frontend","web-vitals","2.1.4","Apache-2.0"
"frontend","webidl-conversions","6.1.0","BSD-2-Clause"
"frontend","webpack","5.100.1","MIT"
"frontend","webpack-dev-middleware","5.3.4","MIT"
"frontend","webpack-dev-server","4.15.2","MIT"
"frontend","webpack-dev-server/node_modules/ws","8.18.3","MIT"
"frontend","webpack-manifest-plugin","4.1.1","MIT"
"frontend","webpack-manifest-plugin/node_modules/source-map","0.6.1","BSD-3-Clause"
"frontend","webpack-manifest-plugin/node_modules/webpack-sources","2.3.1","MIT"
"frontend","webpack-sources","3.3.3","MIT"
"frontend","webpack/node_modules/eslint-scope","5.1.1","BSD-2-Clause"
"frontend","webpack/node_modules/estraverse","4.3.0","BSD-2-Clause"
"frontend","websocket-driver","0.7.4","Apache-2.0"
"frontend","websocket-extensions","0.1.4","Apache-2.0"
"frontend","whatwg-encoding","1.0.5","MIT"
"frontend","whatwg-encoding/node_modules/iconv-lite","0.4.24","MIT"
"frontend","whatwg-fetch","3.6.20","MIT"
"frontend","whatwg-mimetype","2.3.0","MIT"
"frontend","whatwg-url","8.7.0","MIT"
"frontend","which","2.0.2","ISC"
"frontend","which-boxed-primitive","1.1.1","MIT"
"frontend","which-builtin-type","1.2.1","MIT"
"frontend","which-collection","1.0.2","MIT"
"frontend","which-typed-array","1.1.19","MIT"
"frontend","wmf","1.0.2","Apache-2.0"
"frontend","word","0.3.0","Apache-2.0"
"frontend","word-wrap","1.2.5","MIT"
"frontend","workbox-background-sync","6.6.0","MIT"
"frontend","workbox-broadcast-update","6.6.0","MIT"
"frontend","workbox-build","6.6.0","MIT"
"frontend","workbox-build/node_modules/@apideck/better-ajv-errors","0.3.6","MIT"
"frontend","workbox-build/node_modules/ajv","8.17.1","MIT"
"frontend","workbox-build/node_modules/fs-extra","9.1.0","MIT"
"frontend","workbox-build/node_modules/json-schema-traverse","1.0.0","MIT"
"frontend","workbox-build/node_modules/source-map","0.8.0-beta.0","BSD-3-Clause"
"frontend","workbox-build/node_modules/tr46","1.0.1","MIT"
"frontend","workbox-build/node_modules/webidl-conversions","4.0.2","BSD-2-Clause"
"frontend","workbox-build/node_modules/whatwg-url","7.1.0","MIT"
"frontend","workbox-cacheable-response","6.6.0","MIT"
"frontend","workbox-core","6.6.0","MIT"
"frontend","workbox-expiration","6.6.0","MIT"
"frontend","workbox-google-analytics","6.6.0","MIT"
"frontend","workbox-navigation-preload","6.6.0","MIT"
"frontend","workbox-precaching","6.6.0","MIT"
"frontend","workbox-range-requests","6.6.0","MIT"
"frontend","workbox-recipes","6.6.0","MIT"
"frontend","workbox-routing","6.6.0","MIT"
"frontend","workbox-strategies","6.6.0","MIT"
"frontend","workbox-streams","6.6.0","MIT"
"frontend","workbox-sw","6.6.0","MIT"
"frontend","workbox-webpack-plugin","6.6.0","MIT"
"frontend","workbox-webpack-plugin/node_modules/source-map","0.6.1","BSD-3-Clause"
"frontend","workbox-webpack-plugin/node_modules/webpack-sources","1.4.3","MIT"
"frontend","workbox-window","6.6.0","MIT"
"frontend","wrap-ansi","7.0.0","MIT"
"frontend","wrap-ansi-cjs","7.0.0","MIT"
"frontend","wrappy","1.0.2","ISC"
"frontend","write-file-atomic","3.0.3","ISC"
"frontend","ws","7.5.10","MIT"
"frontend","xlsx","0.18.5","Apache-2.0"
"frontend","xml-name-validator","3.0.0","Apache-2.0"
"frontend","xmlchars","2.2.0","MIT"
"frontend","y18n","5.0.8","ISC"
"frontend","yallist","3.1.1","ISC"
"frontend","yaml","1.10.2","ISC"
"frontend","yargs","16.2.0","MIT"
"frontend","yargs-parser","20.2.9","ISC"
"frontend","yocto-queue","0.1.0","MIT"
